5000 5000
1000000000 1 4547
1000000000 1 4548
1000000000 1 4549
1000000000 1 4550
1000000000 1 4551
1000000000 1 4552
1000000000 1 4553
1000000000 1 4554
1000000000 1 4555
1000000000 1 4556
1000000000 1 4557
1000000000 1 4558
1000000000 1 4559
1000000000 1 4560
1000000000 1 4561
1000000000 1 4562
1000000000 1 4563
1000000000 1 4564
1000000000 1 4565
1000000000 1 4566
1000000000 1 4567
1000000000 1 4568
1000000000 1 4569
1000000000 1 4570
1000000000 1 4571
1000000000 1 4572
1000000000 1 4573
1000000000 1 4574
1000000000 1 4575
1000000000 1 4576
1000000000 1 4577
1000000000 1 4578
1000000000 1 4579
1000000000 1 4580
1000000000 1 4581
1000000000 1 4582
1000000000 1 4583
1000000000 1 4584
1000000000 1 4585
1000000000 1 4586
1000000000 1 4587
1000000000 1 4588
1000000000 1 4589
1000000000 1 4590
1000000000 1 4591
1000000000 1 4592
1000000000 1 4593
1000000000 1 4594
1000000000 1 4595
1000000000 1 4596
1000000000 1 4597
1000000000 1 4598
1000000000 1 4599
1000000000 1 4600
1000000000 1 4601
1000000000 1 4602
1000000000 1 4603
1000000000 1 4604
1000000000 1 4605
1000000000 1 4606
1000000000 1 4607
1000000000 1 4608
1000000000 1 4609
1000000000 1 4610
1000000000 1 4611
1000000000 1 4612
1000000000 1 4613
1000000000 1 4614
1000000000 1 4615
1000000000 1 4616
1000000000 1 4617
1000000000 1 4618
1000000000 1 4619
1000000000 1 4620
1000000000 1 4621
1000000000 1 4622
1000000000 1 4623
1000000000 1 4624
1000000000 1 4625
1000000000 1 4626
1000000000 1 4627
1000000000 1 4628
1000000000 1 4629
1000000000 1 4630
1000000000 1 4631
1000000000 1 4632
1000000000 1 4633
1000000000 1 4634
1000000000 1 4635
1000000000 1 4636
1000000000 1 4637
1000000000 1 4638
1000000000 1 4639
1000000000 1 4640
1000000000 1 4641
1000000000 1 4642
1000000000 1 4643
1000000000 1 4644
1000000000 1 4645
1000000000 1 4646
1000000000 1 4647
1000000000 1 4648
1000000000 1 4649
1000000000 1 4650
1000000000 1 4651
1000000000 1 4652
1000000000 1 4653
1000000000 1 4654
1000000000 1 4655
1000000000 1 4656
1000000000 1 4657
1000000000 1 4658
1000000000 1 4659
1000000000 1 4660
1000000000 1 4661
1000000000 1 4662
1000000000 1 4663
1000000000 1 4664
1000000000 1 4665
1000000000 1 4666
1000000000 1 4667
1000000000 1 4668
1000000000 1 4669
1000000000 1 4670
1000000000 1 4671
1000000000 1 4672
1000000000 1 4673
1000000000 1 4674
1000000000 1 4675
1000000000 1 4676
1000000000 1 4677
1000000000 1 4678
1000000000 1 4679
1000000000 1 4680
1000000000 1 4681
1000000000 1 4682
1000000000 1 4683
1000000000 1 4684
1000000000 1 4685
1000000000 1 4686
1000000000 1 4687
1000000000 1 4688
1000000000 1 4689
1000000000 1 4690
1000000000 1 4691
1000000000 1 4692
1000000000 1 4693
1000000000 1 4694
1000000000 1 4695
1000000000 1 4696
1000000000 1 4697
1000000000 1 4698
1000000000 1 4699
1000000000 1 4700
1000000000 1 4701
1000000000 1 4702
1000000000 1 4703
1000000000 1 4704
1000000000 1 4705
1000000000 1 4706
1000000000 1 4707
1000000000 1 4708
1000000000 1 4709
1000000000 1 4710
1000000000 1 4711
1000000000 1 4712
1000000000 1 4713
1000000000 1 4714
1000000000 1 4715
1000000000 1 4716
1000000000 1 4717
1000000000 1 4718
1000000000 1 4719
1000000000 1 4720
1000000000 1 4721
1000000000 1 4722
1000000000 1 4723
1000000000 1 4724
1000000000 1 4725
1000000000 1 4726
1000000000 1 4727
1000000000 1 4728
1000000000 1 4729
1000000000 1 4730
1000000000 1 4731
1000000000 1 4732
1000000000 1 4733
1000000000 1 4734
1000000000 1 4735
1000000000 1 4736
1000000000 1 4737
1000000000 1 4738
1000000000 1 4739
1000000000 1 4740
1000000000 1 4741
1000000000 1 4742
1000000000 1 4743
1000000000 1 4744
1000000000 1 4745
1000000000 1 4746
1000000000 1 4747
1000000000 1 4748
1000000000 1 4749
1000000000 1 4750
1000000000 1 4751
1000000000 1 4752
1000000000 1 4753
1000000000 1 4754
1000000000 1 4755
1000000000 1 4756
1000000000 1 4757
1000000000 1 4758
1000000000 1 4759
1000000000 1 4760
1000000000 1 4761
1000000000 1 4762
1000000000 1 4763
1000000000 1 4764
1000000000 1 4765
1000000000 1 4766
1000000000 1 4767
1000000000 1 4768
1000000000 1 4769
1000000000 1 4770
1000000000 1 4771
1000000000 1 4772
1000000000 1 4773
1000000000 1 4774
1000000000 1 4775
1000000000 1 4776
1000000000 1 4777
1000000000 1 4778
1000000000 1 4779
1000000000 1 4780
1000000000 1 4781
1000000000 1 4782
1000000000 1 4783
1000000000 1 4784
1000000000 1 4785
1000000000 1 4786
1000000000 1 4787
1000000000 1 4788
1000000000 1 4789
1000000000 1 4790
1000000000 1 4791
1000000000 1 4792
1000000000 1 4793
1000000000 1 4794
1000000000 1 4795
1000000000 1 4796
1000000000 1 4797
1000000000 1 4798
1000000000 1 4799
1000000000 1 4800
1000000000 1 4801
1000000000 1 4802
1000000000 1 4803
1000000000 1 4804
1000000000 1 4805
1000000000 1 4806
1000000000 1 4807
1000000000 1 4808
1000000000 1 4809
1000000000 1 4810
1000000000 1 4811
1000000000 1 4812
1000000000 1 4813
1000000000 1 4814
1000000000 1 4815
1000000000 1 4816
1000000000 1 4817
1000000000 1 4818
1000000000 1 4819
1000000000 1 4820
1000000000 1 4821
1000000000 1 4822
1000000000 1 4823
1000000000 1 4824
1000000000 1 4825
1000000000 1 4826
1000000000 1 4827
1000000000 1 4828
1000000000 1 4829
1000000000 1 4830
1000000000 1 4831
1000000000 1 4832
1000000000 1 4833
1000000000 1 4834
1000000000 1 4835
1000000000 1 4836
1000000000 1 4837
1000000000 1 4838
1000000000 1 4839
1000000000 1 4840
1000000000 1 4841
1000000000 1 4842
1000000000 1 4843
1000000000 1 4844
1000000000 1 4845
1000000000 1 4846
1000000000 1 4847
1000000000 1 4848
1000000000 1 4849
1000000000 1 4850
1000000000 1 4851
1000000000 1 4852
1000000000 1 4853
1000000000 1 4854
1000000000 1 4855
1000000000 1 4856
1000000000 1 4857
1000000000 1 4858
1000000000 1 4859
1000000000 1 4860
1000000000 1 4861
1000000000 1 4862
1000000000 1 4863
1000000000 1 4864
1000000000 1 4865
1000000000 1 4866
1000000000 1 4867
1000000000 1 4868
1000000000 1 4869
1000000000 1 4870
1000000000 1 4871
1000000000 1 4872
1000000000 1 4873
1000000000 1 4874
1000000000 1 4875
1000000000 1 4876
1000000000 1 4877
1000000000 1 4878
1000000000 1 4879
1000000000 1 4880
1000000000 1 4881
1000000000 1 4882
1000000000 1 4883
1000000000 1 4884
1000000000 1 4885
1000000000 1 4886
1000000000 1 4887
1000000000 1 4888
1000000000 1 4889
1000000000 1 4890
1000000000 1 4891
1000000000 1 4892
1000000000 1 4893
1000000000 1 4894
1000000000 1 4895
1000000000 1 4896
1000000000 1 4897
1000000000 1 4898
1000000000 1 4899
1000000000 1 4900
1000000000 1 4901
1000000000 1 4902
1000000000 1 4903
1000000000 1 4904
1000000000 1 4905
1000000000 1 4906
1000000000 1 4907
1000000000 1 4908
1000000000 1 4909
1000000000 1 4910
1000000000 1 4911
1000000000 1 4912
1000000000 1 4913
1000000000 1 4914
1000000000 1 4915
1000000000 1 4916
1000000000 1 4917
1000000000 1 4918
1000000000 1 4919
1000000000 1 4920
1000000000 1 4921
1000000000 1 4922
1000000000 1 4923
1000000000 1 4924
1000000000 1 4925
1000000000 1 4926
1000000000 1 4927
1000000000 1 4928
1000000000 1 4929
1000000000 1 4930
1000000000 1 4931
1000000000 1 4932
1000000000 1 4933
1000000000 1 4934
1000000000 1 4935
1000000000 1 4936
1000000000 1 4937
1000000000 1 4938
1000000000 1 4939
1000000000 1 4940
1000000000 1 4941
1000000000 1 4942
1000000000 1 4943
1000000000 1 4944
1000000000 1 4945
1000000000 1 4946
1000000000 1 4947
1000000000 1 4948
1000000000 1 4949
1000000000 1 4950
1000000000 1 4951
1000000000 1 4952
1000000000 1 4953
1000000000 1 4954
1000000000 1 4955
1000000000 1 4956
1000000000 1 4957
1000000000 1 4958
1000000000 1 4959
1000000000 1 4960
1000000000 1 4961
1000000000 1 4962
1000000000 1 4963
1000000000 1 4964
1000000000 1 4965
1000000000 1 4966
1000000000 1 4967
1000000000 1 4968
1000000000 1 4969
1000000000 1 4970
1000000000 1 4971
1000000000 1 4972
1000000000 1 4973
1000000000 1 4974
1000000000 1 4975
1000000000 1 4976
1000000000 1 4977
1000000000 1 4978
1000000000 1 4979
1000000000 1 4980
1000000000 1 4981
1000000000 1 4982
1000000000 1 4983
1000000000 1 4984
1000000000 1 4985
1000000000 1 4986
1000000000 1 4987
1000000000 1 4988
1000000000 1 4989
1000000000 1 4990
1000000000 1 4991
1000000000 1 4992
1000000000 1 4993
1000000000 1 4994
1000000000 1 4995
1000000000 1 4996
1000000000 1 4997
1000000000 1 4998
1000000000 1 4999
1000000000 1 5000
